id,host_id,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3352608,16916853,300,8,2017-01-09,0.13,2,363
35613002,267680159,300,8,2019-06-30,8.0,1,213
23040052,113805886,300,8,2018-12-27,0.49,33,342
27744041,98260543,300,8,2019-06-19,1.06,3,62
28359529,214121850,300,8,2019-06-02,0.94,1,82
32544667,244557149,300,8,2019-05-23,1.88,1,168
5046422,2370532,300,8,2016-10-24,0.22,1,0
32821152,96773131,300,8,2019-06-22,2.96,1,192
5523876,119911,300,9,2015-11-14,0.18,1,0
4081707,4792032,300,9,2019-04-23,0.18,1,32
30786668,64450303,300,9,2019-07-01,1.44,2,7
21156632,150363476,300,9,2018-11-23,0.47,1,0
17574134,79820757,300,9,2019-05-12,0.33,2,136
16467731,108055585,300,9,2018-12-16,0.53,1,105
26871230,2304932,300,10,2019-04-29,0.87,1,4
29144832,214270886,300,10,2019-02-01,1.15,1,0
32697097,158891219,300,10,2019-06-10,2.83,1,112
22011027,2084074,300,10,2019-06-19,0.7,1,82
1817905,9520082,300,10,2019-06-08,0.15,1,214
4600556,15310997,300,10,2019-02-28,0.19,9,331
17944219,10744966,300,10,2017-09-02,0.4,1,0
22518038,2203467,300,10,2019-06-16,0.62,1,22
3358937,16947051,300,11,2016-04-17,0.19,1,0
3985673,6337882,300,11,2019-05-20,0.19,1,137
33223405,250149612,300,11,2019-07-07,3.27,1,319
14818234,80782387,300,11,2019-05-27,0.32,1,0
20532190,166634,300,11,2019-06-02,0.57,5,51
18520516,19355895,300,11,2019-06-09,0.44,1,94
16282085,54342301,300,11,2019-01-02,0.38,1,9
27929894,3554039,300,11,2019-06-23,1.07,1,8
31085569,123519201,300,12,2019-06-16,2.98,2,357
4108799,622779,300,12,2018-03-30,0.32,1,362
31142239,232749708,300,12,2019-04-14,1.95,1,352
29339310,221036535,300,12,2019-06-29,1.49,1,175
7734176,40645778,300,12,2019-01-01,0.26,1,33
27734811,3048319,300,12,2019-06-03,1.14,2,2
34410542,253448038,300,12,2019-06-25,6.92,2,61
34885475,259087876,300,12,2019-07-07,7.83,7,50
33558808,9488131,300,12,2019-06-24,3.91,1,313
6883096,14510607,300,13,2016-10-12,0.27,1,365
31082026,231465803,300,13,2019-07-03,2.57,1,16
9682617,50015739,300,13,2017-04-24,0.3,1,0
3339399,2119276,300,13,2019-05-20,0.24,39,291
25140344,5758101,300,13,2019-06-30,1.01,1,365
2872288,14680576,300,13,2018-09-08,0.24,1,224
23127656,171858908,300,13,2018-06-04,0.77,2,0
19815527,11654079,300,14,2019-04-19,0.67,1,9
24449621,184653310,300,14,2019-06-14,0.98,1,85
29945987,225150700,300,14,2019-05-07,1.92,1,5
30439210,3548411,300,14,2019-06-28,2.22,1,311
20820417,66096509,300,14,2019-06-02,0.91,1,179
1839341,9610339,300,14,2015-02-06,0.22,1,188
22229473,162432541,300,14,2019-06-16,2.27,2,279
24205303,34364912,300,14,2019-06-25,0.95,1,87
33552984,252824941,300,14,2019-07-06,4.52,1,306
25480207,27871113,300,14,2019-01-01,1.07,1,0
34817032,94101463,300,15,2019-07-06,8.82,1,357
29797712,120939023,300,15,2019-07-02,2.06,2,273
13578708,1651250,300,15,2016-11-25,0.41,2,3
31362232,118971,300,16,2019-07-01,3.75,3,92
13398011,69050011,300,16,2018-05-06,0.43,1,0
33444260,12913455,300,16,2019-06-30,5.78,1,52
1442495,5908577,300,16,2019-06-09,0.24,2,41
2020881,10387304,300,17,2019-01-02,0.55,2,169
13520598,12267269,300,17,2018-01-02,0.47,1,11
24223602,182086879,300,17,2019-06-28,1.22,2,129
6611557,21823,300,18,2019-06-05,0.45,3,217
26849955,12223329,300,18,2019-05-30,1.56,1,61
32101077,240134265,300,19,2019-06-18,3.93,3,166
1323349,7183070,300,19,2019-01-31,0.27,1,0
2805293,5225737,300,19,2019-01-02,0.3,1,219
20215712,144013169,300,19,2019-06-27,0.81,1,12
401836,2005740,300,19,2019-05-21,0.22,1,84
15939098,10703290,300,19,2019-05-21,0.6,3,179
32135728,171646902,300,20,2019-06-25,6.32,1,298
21859466,11844979,300,20,2019-06-09,1.04,4,318
30156697,27636707,300,21,2019-07-01,5.25,5,308
20704394,21405142,300,21,2018-11-19,1.14,1,0
13016389,71838636,300,22,2019-06-18,0.58,1,87
33239233,249983430,300,22,2019-06-26,6.23,1,341
14880613,4289248,300,22,2019-05-26,0.64,1,8
26893966,4219564,300,22,2019-05-28,3.11,1,168
15301499,76192815,300,23,2019-03-27,0.69,5,364
409262,1621363,300,23,2019-02-14,0.26,2,312
1462341,7837136,300,23,2018-09-23,0.32,1,365
23611312,19922549,300,24,2019-06-30,1.76,1,32
14690331,27984357,300,24,2019-06-20,0.7,1,61
21015347,102618751,300,24,2019-06-23,3.29,1,294
24308928,65421561,300,24,2019-07-01,3.29,1,162
484312,2306962,300,24,2019-02-20,0.39,1,23
9705782,8144242,300,24,2017-07-04,0.56,1,0
9359564,19195540,300,25,2019-06-24,0.58,3,0
11040458,20607397,300,26,2019-06-26,0.64,1,176
26164046,17510243,300,27,2019-06-30,2.13,1,347
22373272,156935,300,28,2019-06-25,1.52,1,179
29897019,224808776,300,28,2019-07-01,3.82,1,217
1928961,9989761,45,229,2019-06-22,3.36,2,312
5162580,23719409,45,205,2019-06-21,3.86,4,0
12625113,4057761,45,49,2019-06-21,1.26,1,0
13974993,82921914,45,97,2019-06-22,2.79,3,101
16275887,77304447,45,40,2019-07-03,1.31,3,45
19766791,38815234,45,42,2019-06-03,1.78,2,252
23851659,4113106,45,60,2019-06-30,3.85,2,195
28181805,11099966,45,54,2019-06-26,5.61,2,22
2015094,10364678,45,36,2016-06-11,0.57,2,188
15912452,31482341,45,30,2019-01-02,0.94,2,0
1598012,3360223,45,68,2019-01-01,0.96,1,0
3711039,3007815,45,38,2019-07-04,1.6,2,38
7664789,433207,45,190,2019-07-07,5.2,2,132
8952816,45416627,45,137,2019-06-16,3.06,9,283
11714752,17156658,45,50,2019-06-28,1.27,1,145
15038469,62587696,45,97,2019-06-21,2.92,2,80
7590712,39805148,45,63,2018-11-01,1.34,2,250
17609502,119592255,45,336,2019-07-05,11.91,2,345
19387438,135910220,45,41,2019-07-01,1.68,1,154
23045850,157977326,45,55,2019-06-24,3.26,2,27
18690466,127249880,45,49,2019-05-26,1.95,2,324
24821651,187648135,45,38,2019-07-01,2.7,1,85
668691,3363720,45,69,2019-05-25,0.89,3,223
767562,1949282,45,77,2019-06-02,0.95,5,167
12953867,69232570,45,98,2019-07-01,2.58,1,16
13039122,50600973,45,251,2019-06-20,6.68,7,69
14388889,20302754,45,101,2019-07-02,2.89,2,60
15982208,103841276,45,158,2019-06-25,4.93,2,201
17255526,112261228,45,72,2019-06-29,2.54,1,51
19176053,39808438,45,30,2019-03-27,1.31,5,0
20208787,39808438,45,31,2019-05-24,1.35,5,0
20970422,119828457,45,79,2019-06-24,3.67,4,312
26654670,44123062,45,47,2019-07-02,4.37,4,20
28315707,213795822,45,30,2019-07-05,3.63,2,327
31211375,231959634,45,33,2019-07-01,5.35,2,25
4978214,3737351,45,33,2019-06-11,0.66,1,323
806038,4113132,45,89,2019-06-28,1.12,3,213
806040,4113132,45,125,2019-06-23,1.57,3,208
1987584,4113132,45,49,2019-04-25,0.77,3,307
2586923,12508991,45,30,2019-06-16,0.48,1,287
2919578,4282318,45,91,2019-06-22,1.58,2,99
6146783,14796247,45,59,2019-06-24,1.46,4,247
20964409,105828086,45,45,2019-06-30,2.06,4,17
25828589,194012738,45,42,2019-06-24,4.24,1,81
848722,4241953,45,39,2019-06-07,0.52,4,292
6680201,30839692,45,186,2019-06-26,3.74,3,170
17988416,123580100,45,82,2019-06-17,3.01,2,52
18228187,123580100,45,94,2019-06-17,3.48,2,62
21110494,120767920,45,67,2019-06-21,3.16,10,349
24122836,181710793,45,96,2019-07-07,6.56,3,44
24266273,181710793,45,101,2019-07-07,7.03,3,33
29158199,92706260,45,58,2019-06-20,6.42,5,75
30256952,92706260,45,33,2019-07-01,4.48,5,80
31909528,51186155,45,51,2019-07-04,9.39,1,49
22635959,158540605,45,61,2019-07-02,3.52,6,274
13431664,74727409,45,68,2019-05-30,1.83,1,156
16976026,107455767,45,70,2019-06-24,2.38,5,281
20744948,107455767,45,34,2019-05-14,1.52,5,90
30423106,228415932,45,37,2019-07-08,20.94,1,134
15956155,103605111,45,36,2019-06-26,1.13,1,52
18507990,38604449,45,30,2019-01-01,1.23,2,242
28491645,114249746,45,53,2019-06-02,5.39,1,45
16148036,94536810,45,30,2019-05-23,0.98,2,318
26893530,187008191,45,43,2019-06-22,3.66,1,205
8857546,45601111,45,85,2019-05-26,1.99,5,333
13293325,75020731,45,35,2019-07-01,1.29,1,18
14551508,89852528,45,38,2018-12-01,1.11,1,0
24634657,38874050,45,47,2019-06-21,3.29,3,159
1739847,8989844,45,53,2018-08-18,0.82,1,249
1903198,3158364,45,70,2019-06-30,2.23,4,250
15043788,84607966,45,134,2019-07-01,3.93,3,308
20267865,58403098,45,58,2019-06-20,2.53,3,97
10231294,52577963,45,34,2019-06-10,0.85,6,212
13042752,62843071,45,235,2019-06-30,6.15,4,278
13394748,62843071,45,141,2019-07-03,3.77,4,287
16323731,83717038,45,85,2019-06-16,2.73,3,171
54626,190409,45,138,2019-06-30,1.45,3,323
11707920,14898658,45,108,2019-06-19,2.68,11,23
12332789,14898658,45,103,2019-03-11,2.68,11,0
16954154,14898658,45,41,2019-05-27,1.41,11,22
21232999,14898658,45,52,2019-06-17,2.47,11,42
22054258,161081229,45,54,2019-06-23,2.94,2,313
32043013,67746251,45,40,2019-07-08,7.79,4,30
2248069,2024924,45,42,2019-06-30,0.64,2,221
15495441,4579626,45,45,2019-07-03,1.36,2,77
20955493,103477264,45,30,2018-10-20,1.37,1,0
26327565,155152907,45,31,2019-06-30,2.8,2,266
17940029,61875246,45,84,2019-07-06,5.35,2,157
819206,4306950,45,107,2019-06-24,1.5,1,313
3215660,6150328,45,136,2019-06-23,2.22,1,15
4058949,7831209,45,151,2019-05-09,2.59,10,357
13001082,4112409,45,52,2019-06-19,1.41,1,347
21251256,7831209,45,84,2019-06-11,3.97,10,347
18402568,33434914,45,74,2019-07-02,2.89,4,34
2267177,11576459,45,211,2019-06-23,3.25,1,270
23917760,179778880,45,45,2019-07-05,2.95,2,337
24178083,179778880,45,37,2019-05-18,2.61,2,308
7647268,40124500,45,43,2019-06-29,0.99,2,310
19872862,140599227,45,43,2018-11-11,1.85,2,0
4532913,20164579,45,170,2019-06-20,5.9,1,245
10725897,55433649,45,169,2019-07-04,4.11,1,134
16160189,6007970,45,31,2019-03-03,1.01,1,0
17750513,121109701,45,98,2019-06-27,3.53,1,44
3554285,2120259,45,37,2019-06-24,0.64,4,281
15498370,7529823,45,109,2019-06-18,3.3,1,131
17495862,90215210,45,37,2019-06-24,1.29,1,84
22701969,3741891,45,49,2019-06-21,3.15,1,8
22175928,160326327,45,31,2019-07-06,1.63,3,0
4968798,23345098,45,30,2019-04-14,0.56,1,115
7125107,37312959,45,448,2019-07-07,9.63,5,166
10186192,37312959,45,459,2019-07-07,10.72,5,175
11618854,37312959,45,412,2019-07-01,10.19,5,159
16324411,58391491,45,255,2019-06-23,8.17,5,175
16325899,58391491,45,306,2019-06-20,9.82,5,155
21104475,152177080,45,222,2019-06-20,10.39,1,164
22325426,163217478,45,140,2019-07-06,7.47,2,81
31100145,155691570,45,74,2019-06-23,11.38,5,89
32284910,242322561,45,51,2019-07-02,11.59,1,66
13417410,76453466,45,112,2019-06-10,2.99,1,244
14014128,83809962,45,39,2019-06-12,1.27,2,365
25626152,147972663,45,33,2019-06-22,2.61,3,320
26926704,23542079,45,35,2019-06-30,3.01,2,30
15054630,42561290,45,38,2019-02-11,1.24,4,159
16336686,42561290,45,37,2019-01-29,1.21,4,158
21754827,156505456,45,29,2019-06-23,1.57,13,90
17680909,119548006,45,142,2019-07-03,5.03,2,2
18896540,131684478,45,47,2019-02-01,1.89,3,207
28123818,42998647,45,72,2019-06-23,6.99,3,86
506575,2001830,45,190,2019-06-06,2.21,2,329
7712750,40516440,45,52,2019-06-12,1.09,1,341
8291897,43719073,45,126,2019-07-01,2.94,5,342
8308797,43719073,45,135,2019-07-07,2.91,5,351
20089962,142851497,45,34,2019-05-23,1.47,1,36
20176000,142447586,45,33,2019-06-19,1.47,4,325
10542066,51531044,45,78,2019-03-22,1.94,4,337
6179073,32052000,45,118,2019-07-06,2.34,2,269
7562611,10475653,45,66,2019-07-01,1.38,3,228
17557873,10475653,45,108,2019-07-02,3.8,3,243
19952747,139357580,45,72,2019-06-15,3.13,8,296
26078971,104913801,45,42,2019-06-30,3.59,2,54
10444139,344035,45,204,2019-07-04,4.82,13,324
21913309,159884558,45,37,2018-07-01,1.89,1,149
16944820,67130668,45,46,2019-06-02,1.55,1,174
646391,147388,45,31,2017-06-01,0.37,1,0
1316480,6885157,45,117,2019-05-30,1.61,15,236
2684223,4334757,45,53,2019-07-01,0.83,1,365
5445743,17246368,45,43,2019-03-29,0.82,1,302
5504568,3562322,45,49,2019-07-04,0.93,3,40
7259804,5499064,45,87,2019-06-30,1.91,1,258
8642982,13440686,45,87,2017-08-28,1.9,1,0
8733620,3571821,45,32,2017-12-26,0.7,4,0
10608951,43816209,45,30,2019-06-29,0.77,1,286
12325036,30848788,45,35,2019-06-14,0.91,2,89
12686241,30848788,45,41,2019-05-17,1.06,2,89
13788132,19483885,45,60,2019-07-02,2.27,2,224
14161086,6885157,45,87,2019-07-02,2.5,15,305
15943090,88043058,45,45,2019-06-23,1.47,4,361
17211908,23776693,45,61,2019-06-23,2.4,3,110
20017753,142135334,45,38,2019-06-13,2.08,1,79
22904958,26243777,45,48,2019-06-19,2.81,2,12
24039582,14795719,45,30,2019-06-20,2.06,1,21
25077481,2846279,45,61,2019-07-04,4.38,1,92
25165611,1678704,45,42,2019-07-01,3.19,3,106
27890556,51954926,45,46,2019-06-23,4.68,4,36
27891385,51954926,45,41,2019-06-23,4.07,4,39
28941614,8518665,45,43,2019-06-21,4.69,3,25
2847652,3056690,45,120,2019-06-24,1.92,1,53
7699037,40439772,45,29,2019-01-05,0.61,2,0
10838084,3881467,45,50,2019-06-23,1.32,1,90
22019711,70338191,45,50,2019-06-30,2.69,1,3
18005542,6122006,45,76,2019-06-09,2.83,2,0
786053,2478675,45,168,2019-06-01,2.3,5,359
8126631,16746108,45,0,,,1,0
9460093,17263290,45,0,,,1,0
9739888,50252837,45,0,,,1,0
12538440,67931669,45,0,,,1,0
19737173,139170973,45,0,,,1,0
22028251,135944525,45,0,,,1,0
30658563,34957489,45,0,,,1,7
36170293,272034378,45,0,,,1,10
9092331,47407352,45,0,,,1,0
28646412,137358866,45,0,,,103,246
33679677,220634514,45,0,,,1,341
30391955,228213504,45,0,,,1,0
4768982,7182609,45,0,,,1,0
8187719,6898461,45,0,,,1,0
8234295,481603,45,0,,,1,0
11610515,19479273,45,0,,,1,0
13276288,2723661,45,0,,,1,0
13725194,49367785,45,0,,,1,0
15378469,98279802,45,0,,,1,0
17725136,45387487,45,0,,,1,1
18909989,32880142,45,0,,,1,0
19847655,140323391,45,0,,,1,0
21594091,157056254,45,0,,,1,0
22863817,25243100,45,0,,,1,0
23052180,9864136,45,0,,,26,249
25031116,189224482,45,0,,,1,0
30517097,115193518,45,0,,,3,0
32974799,248161322,45,0,,,14,364
35664876,268122129,45,0,,,5,302
35985735,70538107,45,0,,,1,16
36142296,26794324,45,0,,,1,10
36279106,172693570,45,0,,,1,8
36371082,258391290,45,0,,,1,14
21929935,4514578,45,0,,,1,0
36479723,41326856,45,0,,,5,172
19446302,136352388,45,0,,,1,0
34664546,4259761,45,0,,,1,326
36243744,217463199,45,0,,,4,365
29338253,221022609,45,0,,,1,83
5991641,429305,45,0,,,1,0
12990232,29268760,45,0,,,1,0
17405965,39731713,45,0,,,1,0
27283564,205530337,45,0,,,8,312
27285234,205530337,45,0,,,8,340
36313048,16883913,45,0,,,1,0
5238491,675317,45,0,,,1,0
7599621,19037938,45,0,,,1,0
10537769,54339185,45,0,,,1,0
21537886,12678346,45,0,,,1,0
11096888,2228137,45,0,,,1,358
4830154,24865745,45,0,,,1,0
14219515,59932595,45,0,,,1,0
28978328,43531190,45,0,,,1,280
31221314,33189255,45,0,,,1,341
34344713,164907052,45,0,,,1,2
22714327,167560332,45,0,,,1,0
11320482,24789838,45,0,,,2,0
29906233,224874182,45,0,,,1,280
13983092,21889213,45,0,,,1,0
34116742,257602124,45,0,,,1,179
30622293,222760631,45,0,,,1,36
36116772,271681014,45,0,,,3,139
36182317,271681014,45,0,,,3,151
36182715,271681014,45,0,,,3,179
7517579,15772306,45,0,,,1,0
9908067,15381858,45,0,,,1,0
23716003,109874158,45,0,,,1,0
35907244,21261408,45,0,,,6,345
9820483,50584770,45,0,,,1,0
21750553,102933312,45,0,,,1,0
2049322,9446761,45,0,,,1,0
7400940,3911807,45,0,,,1,0
9513379,24295818,45,0,,,1,0
11411361,57287881,45,0,,,1,0
14036591,5367097,45,0,,,1,0
16435953,107082851,45,0,,,2,0
19602883,85507826,45,0,,,1,0
19841463,19612095,45,0,,,2,274
21108458,127985639,45,0,,,1,0
5661631,26377263,45,0,,,43,303
7207594,22792227,45,0,,,1,0
9497513,1850477,45,0,,,2,320
10340695,53217509,45,0,,,1,0
22096731,10775192,45,0,,,2,88
24247380,76737749,45,0,,,1,0
30510107,5977578,45,0,,,2,100
30856336,230698955,45,0,,,2,0
31070935,232112395,45,0,,,1,30
31411210,7730748,45,0,,,1,0
33937108,256235740,45,0,,,3,179
34316575,256235740,45,0,,,3,365
36318625,50213173,45,0,,,1,31
36343069,27560165,45,0,,,1,176
36266227,116027328,45,0,,,1,45
5538410,26377263,45,0,,,43,361
16476403,23095202,45,0,,,2,88
33382288,208136645,45,0,,,4,332
35718147,128843123,45,0,,,2,365
36361813,111001956,45,0,,,1,363
21668647,22420999,45,0,,,5,363
12344255,66649328,45,0,,,1,0
22165797,60365315,45,0,,,1,0
611408,2979607,45,0,,,2,365
6283933,41612,45,0,,,1,0
6914268,36166297,45,0,,,1,0
10070663,51674579,45,0,,,1,0
10371643,53387593,45,0,,,1,0
17979132,70619358,45,0,,,1,0
19381437,22655081,45,0,,,1,0
5917687,30731188,45,0,,,1,146
36399640,32392762,45,0,,,1,15
2887581,4119786,45,0,,,2,0
7144807,37360127,45,0,,,1,365
20802874,149147829,45,0,,,1,0
6227341,26595479,45,0,,,1,0
6598376,8838164,45,0,,,1,0
7319582,18605510,45,0,,,1,0
8781396,45408439,45,0,,,1,0
10041531,50007401,45,0,,,1,0
10334395,10197136,45,0,,,1,0
10546606,13558726,45,0,,,1,0
12196647,5744488,45,0,,,1,0
15036516,62604251,45,0,,,1,0
17302040,89241337,45,0,,,1,0
18024760,96718265,45,0,,,1,7
18568023,17486785,45,0,,,1,0
19342731,132958806,45,0,,,1,0
21136837,10823443,45,0,,,1,0
21612043,34773529,45,0,,,1,0
21949305,315606,45,0,,,2,95
22305946,79704239,45,0,,,2,0
25204567,25319044,45,0,,,1,0
26870969,41769353,45,0,,,1,0
29652490,204852306,45,0,,,14,0
30554660,229147376,45,0,,,11,354
30731670,196613633,45,0,,,2,220
33163633,249291429,45,0,,,2,135
34197608,232641412,45,0,,,1,3
36417926,272504878,45,0,,,1,85
36453642,53966115,45,0,,,2,341
36474023,1550580,45,0,,,1,7
7122588,33002613,45,0,,,1,0
36285623,6057887,45,0,,,5,7
9853884,50727041,45,0,,,1,0
30310012,66294381,45,0,,,1,0
4982969,2803589,45,0,,,1,0
5538353,26377263,45,0,,,43,361
4051643,21009723,45,1,2016-06-02,0.03,1,0
9005771,31666407,45,1,2016-01-05,0.02,1,0
9900120,50914877,45,1,2015-12-30,0.02,1,0
12148215,53930780,45,1,2016-04-06,0.03,1,0
12733742,69243005,45,1,2016-06-14,0.03,2,0
19603487,137829485,45,1,2018-03-17,0.06,1,17
22510428,165099226,45,1,2018-04-09,0.07,1,0
23840461,63417081,45,1,2018-08-31,0.1,8,318
24448560,76409499,45,1,2018-05-23,0.07,1,0
35768324,268896283,45,1,2019-07-01,1.0,2,73
3808358,19569282,45,1,2014-08-16,0.02,1,0
6704000,34578795,45,1,2015-08-14,0.02,1,0
35463686,57201275,45,1,2019-06-22,1.0,1,84
5102132,26260328,45,1,2016-02-16,0.02,1,0
6168331,32001723,45,1,2015-05-05,0.02,1,0
6717607,4130512,45,1,2016-11-25,0.03,1,0
7968283,42045746,45,1,2015-10-06,0.02,1,0
8211314,27990825,45,1,2015-10-26,0.02,2,0
8503280,25913948,45,1,2015-10-29,0.02,1,0
9727332,50199816,45,1,2015-12-23,0.02,1,0
13427044,25549474,45,1,2016-07-08,0.03,1,0
14856742,26434803,45,1,2016-09-05,0.03,2,0
19730428,139096564,45,1,2017-07-17,0.04,1,0
21828822,34692600,45,1,2017-12-12,0.05,1,0
22101914,81466660,45,1,2018-12-28,0.16,1,0
22306163,4162008,45,1,2018-01-02,0.05,2,0
24161365,2497606,45,1,2018-06-16,0.08,1,0
24735773,66754355,45,1,2018-05-13,0.07,1,0
26281187,197584424,45,1,2018-07-07,0.08,1,0
31756631,238111285,45,1,2019-02-05,0.19,1,0
33269847,248472625,45,1,2019-05-30,0.73,1,67
35225838,43283271,45,1,2019-07-01,1.0,1,1
36105777,114413305,45,1,2019-07-07,1.0,1,30
14167282,1211994,45,1,2016-07-31,0.03,1,0
22124086,47423579,45,1,2017-12-07,0.05,1,0
34702046,257683179,45,1,2019-07-06,1.0,6,83
36427429,257683179,45,1,2019-07-07,1.0,6,339
35487203,266983536,45,1,2019-06-24,1.0,1,364
33560646,119294198,45,1,2019-04-08,0.32,1,95
36309284,234090781,45,1,2019-07-04,1.0,2,90
27284500,205530337,45,1,2018-12-14,0.14,8,314
27284564,205530337,45,1,2019-05-29,0.71,8,347
27284611,205530337,45,1,2018-11-30,0.14,8,163
27284901,205530337,45,1,2019-05-15,0.54,8,321
27285058,205530337,45,1,2019-06-01,0.77,8,331
32717722,242962235,45,1,2019-06-09,1.0,23,309
36000993,50224626,45,1,2019-07-07,1.0,1,133
19720055,138983570,45,1,2019-05-10,0.5,1,14
14556634,9974520,45,1,2016-08-23,0.03,1,0
21833222,51032135,45,1,2018-06-06,0.08,1,0
22627376,1286786,45,1,2018-01-21,0.06,1,0
30255425,24878388,45,1,2019-01-01,0.16,2,250
18025342,6752799,45,1,2017-07-02,0.04,2,147
7791636,310670,45,1,2019-04-20,0.37,13,318
5593205,20083880,45,1,2016-01-01,0.02,1,0
29132459,163046191,45,1,2019-05-22,0.61,2,77
25323809,61699814,45,1,2018-08-08,0.09,2,193
6688780,11199830,45,1,2015-11-09,0.02,1,0
9922753,51009239,45,1,2016-01-05,0.02,1,0
31671972,237474824,45,1,2019-03-04,0.23,1,28
13709910,10366292,45,1,2017-10-11,0.05,3,0
19766387,139503928,45,1,2017-08-15,0.04,1,0
29215600,1303899,45,1,2018-10-18,0.11,1,189
9459232,4052055,45,1,2015-12-21,0.02,1,0
21082194,14046692,45,1,2017-09-29,0.05,2,0
4403159,13061093,45,1,2016-03-16,0.02,1,0
10564483,17012496,45,1,2016-08-14,0.03,1,0
11412104,59916586,45,1,2016-04-02,0.03,1,0
13152876,65252597,45,1,2016-10-27,0.03,1,0
19019159,5049863,45,1,2018-09-20,0.1,1,0
31313010,10196479,45,1,2019-01-22,0.18,1,0
31738077,50497157,45,1,2019-02-21,0.22,1,0
32697000,228184534,45,1,2019-03-31,0.3,1,37
4384442,7010789,45,1,2016-06-29,0.03,1,0
7717284,27474206,45,1,2015-12-12,0.02,1,0
7844193,14199417,45,1,2015-08-24,0.02,1,0
8915246,2968774,45,1,2015-11-11,0.02,2,0
9558052,49489331,45,1,2016-01-10,0.02,1,0
10828230,56066018,45,1,2016-03-01,0.02,1,0
15969978,21660871,45,1,2016-11-16,0.03,1,0
20916311,22565156,45,1,2017-10-02,0.05,1,44
21959523,7045635,45,1,2018-01-08,0.05,1,0
23376943,77938412,45,1,2018-02-21,0.06,1,0
27952837,13208084,45,1,2018-09-02,0.1,3,143
30355933,208136645,45,1,2018-12-27,0.15,4,296
27681710,208260240,45,1,2019-07-07,1.0,1,39
23102299,142447586,45,1,2018-02-21,0.06,4,0
8653449,31598220,45,1,2016-06-20,0.03,1,0
19586663,137673701,45,1,2017-08-09,0.04,1,0
7321054,38352423,45,1,2015-07-20,0.02,1,0
20983421,3461768,45,1,2017-09-22,0.05,1,0
8174397,9511935,45,1,2015-09-13,0.02,1,0
9755785,47512544,45,1,2016-01-05,0.02,1,0
16214404,31207419,45,1,2016-12-25,0.03,1,0
9572448,49482081,45,1,2015-12-10,0.02,1,0
9628471,2247187,45,1,2018-01-02,0.05,1,19
9635223,49827772,45,1,2016-01-02,0.02,1,0
9644430,11132113,45,1,2016-01-09,0.02,1,0
12064423,13406868,45,1,2016-05-15,0.03,1,0
13841625,23813425,45,1,2016-08-30,0.03,1,0
22277233,105018962,45,1,2018-01-01,0.05,2,0
22361657,5778653,45,1,2017-12-31,0.05,1,0
25892102,20065291,45,1,2018-11-04,0.12,1,0
27786365,44469259,45,1,2018-12-03,0.14,2,0
35411781,1922762,45,1,2019-06-28,1.0,1,154
35896695,1576926,45,1,2019-07-01,1.0,1,116
35939805,104423008,45,1,2019-06-29,1.0,1,6
36204696,263282580,45,1,2019-07-01,1.0,2,362
6302996,18671223,45,1,2015-06-26,0.02,1,0
6909615,36208205,45,1,2015-08-25,0.02,1,0
7105865,24797068,45,1,2016-08-19,0.03,1,0
8676240,27973696,45,1,2016-02-07,0.02,1,0
13490097,9235481,45,1,2016-07-04,0.03,2,0
23609407,176591085,45,1,2018-05-06,0.07,4,90
24559347,73079322,45,1,2019-01-09,0.17,1,5
29591004,222749009,45,1,2019-01-02,0.16,3,66
32847146,37703550,45,1,2019-04-13,0.34,1,35
27225628,23619449,45,1,2018-08-31,0.1,1,1
25844166,7266843,45,2,2019-03-03,0.17,1,0
11511592,17752872,45,2,2016-04-26,0.05,1,0
13657030,31252117,45,2,2016-07-30,0.06,1,0
21213799,63417081,45,2,2018-12-31,0.1,8,261
18764827,31482341,45,2,2018-01-25,0.11,2,0
33851889,37917699,45,2,2019-06-19,2.0,1,180
18997233,80333891,45,2,2017-11-26,0.1,2,0
6601683,5226684,45,2,2015-08-07,0.04,1,0
8605739,3210447,45,2,2016-11-01,0.05,1,0
9451334,3718888,45,2,2016-01-10,0.05,1,0
12426957,20069770,45,2,2017-06-16,0.08,1,0
12962482,21262993,45,2,2016-05-22,0.05,1,0
13443794,60962117,45,2,2016-06-24,0.05,1,0
15702021,9864136,45,2,2017-10-01,0.06,26,250
18585784,11380126,45,2,2017-05-31,0.08,1,0
18597408,159936,45,2,2017-05-12,0.08,1,0
19424753,35380551,45,2,2017-07-22,0.08,1,0
22344396,13394563,45,2,2018-03-14,0.12,1,0
23925502,4162797,45,2,2018-09-30,0.19,1,13
27361805,3508047,45,2,2018-08-27,0.18,3,0
30477343,51610412,45,2,2018-12-30,0.28,1,0
31472775,20647101,45,2,2019-03-01,0.39,1,0
15144105,75458749,45,2,2016-10-19,0.06,2,0
19096160,10697117,45,2,2018-06-30,0.08,1,0
7398163,28269324,45,2,2015-08-31,0.04,1,0
31179136,233080667,45,2,2019-02-06,0.32,1,217
16394193,59338077,45,2,2017-01-02,0.07,1,0
11716947,62298504,45,2,2016-09-08,0.05,1,0
30908416,25812202,45,2,2019-06-25,0.32,1,21
22484057,38359380,45,2,2018-07-27,0.17,1,0
29210994,214611101,45,2,2019-02-28,0.26,4,42
31126424,176899233,45,2,2019-05-31,0.6,2,22
5340170,27240422,45,2,2015-07-09,0.04,1,0
10773150,55725808,45,2,2016-02-02,0.05,1,0
